"Tabela 987 - Empresas e outras organizações, pessoal ocupado total e assalariado em 31.12, salários e outras remunerações e salário médio mensal, por seção, divisão e grupo da classificação de atividades (CNAE 2.0) e faixas de pessoal ocupado total"
"Faixas de pessoal ocupado";"Total"
"Unidade da Federação";"Classificação Nacional de Atividades Econômicas (CNAE 2.0)";"Variável X Ano"
;;"Número de empresas e outras organizações (Unidades)";;;;;;;"Pessoal ocupado total (Pessoas)";;;;;;;"Pessoal ocupado assalariado (Pessoas)";;;;;;;"Salários e outras remunerações (Mil Reais)";;;;;;;"Salário médio mensal (Salários mínimos)"
"Tocantins";"H Transporte, armazenagem e correio";340;370;430;513;591;652;721;2666;2551;2971;3028;3696;3887;5057;2224;2047;2392;2340;2976;3061;4149;18635;19673;22817;25375;35498;43795;66970;1,9;2,0;1,8;1,8;1,9;1,9;2,0
"Tocantins";"I Alojamento e alimentação";759;799;892;959;1109;1180;1229;3678;4146;4464;4779;5839;6471;6952;2836;3207;3457;3667;4660;5072;5468;15586;19030;23359;27271;36820;48243;58517;1,3;1,2;1,3;1,3;1,3;1,3;1,3
"Maranhão";"A Agricultura, pecuária, produção florestal, pesca e aquicultura";520;573;720;662;707;703;775;8487;10615;11569;12922;11463;15478;14797;7798;9860;10643;12035;10554;14518;13754;52348;75536;104463;137761;120542;152544;185416;1,4;1,5;1,6;1,8;1,4;1,6;1,5
"Maranhão";"B Indústrias extrativas";85;69;75;82;97;88;99;546;1258;563;1006;1515;1623;1789;424;1164;474;894;1378;1471;1634;4251;6068;7704;9402;13624;27476;30162;2,3;1,2;2,4;2,2;1,7;2,6;2,5
"Maranhão";"C Indústrias de transformação";2636;2674;2752;2988;3053;3022;2976;30740;33896;33375;33488;37221;37491;38085;27549;30519;29959;29844;33486;33725;34194;324640;356959;389614;398407;581388;506821;585139;2,6;2,4;2,4;2,3;2,2;2,2;2,0
"Maranhão";"D Eletricidade e gás";10;6;10;11;8;9;11;1669;1268;1366;1391;1335;1381;1415;1651;1258;1353;1380;1322;1362;1391;36525;31285;34990;39414;42992;59254;79927;4,8;5,4;5,1;4,8;4,8;6,2;7,1
"Maranhão";"E Água, esgoto, atividades de gestão de resíduos e descontaminação";93;85;126;119;140;129;149;1235;3869;3789;4061;4827;4516;5847;1155;3793;3665;3939;4694;4381;5678;9320;58742;63763;87169;99832;113399;135648;1,9;3,4;3,3;2,8;3,2;3,5;3,3
"Maranhão";"F Construção";1390;1477;1674;1987;2169;2369;2584;15846;25527;30325;38597;52135;54745;56564;13770;23271;27771;35685;49066;51165;52654;84754;140674;232690;361549;628822;628538;626128;1,4;1,3;1,7;2,1;2,0;1,9;1,7
"Maranhão";"G Comércio, reparação de veículos automotores e motocicletas";29406;30837;31473;34296;36791;36844;37302;94524;108698;115552;124654;140943;151369;160458;64119;73236;79342;85254;99274;108572;116825;410431;474786;585934;820399;940116;1117327;1361493;1,5;1,4;1,4;1,6;1,5;1,5;1,5
"Maranhão";"H Transporte, armazenagem e correio";796;818;904;1020;1210;1318;1422;14278;15398;15673;16247;18560;20271;21318;13238;14212;14426;14856;17000;18515;19297;128854;150754;172323;198061;238432;303486;349605;2,3;2,2;2,2;2,2;2,2;2,3;2,2
"Maranhão";"I Alojamento e alimentação";1442;1593;1674;1882;2150;2276;2439;9270;10436;11676;13091;14820;16233;18233;7662;8525;9694;10876;12343;13519;15246;38711;48500;61555;79715;100103;125261;149846;1,2;1,2;1,3;1,3;1,3;1,3;1,2
"Piauí";"A Agricultura, pecuária, produção florestal, pesca e aquicultura";335;298;320;349;386;377;423;3234;2470;2735;3426;3421;4449;5446;2693;1954;2203;2854;2908;3804;4835;17713;16236;21229;24620;36864;50073;77368;1,6;1,6;1,6;1,8;1,9;2,0;2,0
"Piauí";"B Indústrias extrativas";56;54;55;62;74;76;88;618;654;544;638;623;806;777;542;574;467;526;514;699;638;3421;3606;4476;4681;5370;7845;10393;1,4;1,3;1,9;1,7;1,7;1,9;1,9
"Piauí";"C Indústrias de transformação";2315;2299;2356;2498;2690;2723;2793;24631;24793;25062;26386;28615;28538;29345;21828;21792;21942;23156;25158;24924;25637;132882;150076;171375;191651;227778;266397;295278;1,4;1,5;1,5;1,4;1,4;1,5;1,4
"Piauí";"D Eletricidade e gás";2;7;4;6;15;9;8;X;874;922;1414;1378;1492;1535;X;858;910;1393;1344;1466;1505;X;55697;58660;73495;83518;113918;109024;X;10,1;9,7;9,4;9,0;11,2;9,0
"Piauí";"E Água, esgoto, atividades de gestão de resíduos e descontaminação";60;40;56;60;68;79;90;1745;1643;1507;1607;1710;1892;2023;1678;1578;1437;1527;1620;1786;1906;69480;69628;75149;77723;84866;91690;108103;9,3;7,8;8,9;8,5;7,9;7,4;6,8
"Piauí";"F Construção";834;852;895;959;1073;1239;1336;13027;14827;19861;27842;30718;32411;34738;11651;13386;18391;26336;29011;30467;32578;84080;88491;127208;199864;287354;325070;382374;1,6;1,4;1,4;1,5;1,4;1,6;1,4
"Piauí";"G Comércio, reparação de veículos automotores e motocicletas";20092;19375;20161;21479;22696;23368;23152;71630;78195;82959;90304;100190;105238;105425;50689;55272;59072;64874;73487;77179;77875;304954;368104;453746;544112;679266;786050;917537;1,4;1,4;1,5;1,5;1,5;1,5;1,4
"Piauí";"H Transporte, armazenagem e correio";448;441;503;538;625;707;770;5314;5652;5892;6154;6809;7025;7496;4725;4990;5154;5371;5943;6041;6434;38631;41912;47412;52306;93434;71541;82005;1,9;1,8;1,7;1,6;2,5;1,7;1,6
"Piauí";"I Alojamento e alimentação";1085;1121;1231;1342;1517;1705;1757;6009;6505;7287;7969;9879;11005;11694;4831;5220;5869;6411;8092;8949;9571;23948;28714;35435;42925;57580;71513;90560;1,1;1,2;1,2;1,1;1,1;1,2;1,1
"Ceará";"A Agricultura, pecuária, produção florestal, pesca e aquicultura";891;889;895;943;1013;1003;1048;24286;26172;25405;22987;21815;23665;23808;22883;24563;23766;21100;20088;21814;22008;129731;150847;172285;168518;182974;203037;245559;1,4;1,5;1,5;1,5;1,4;1,4;1,4
"Ceará";"B Indústrias extrativas";164;154;172;182;221;204;247;2402;1885;2107;2355;3092;3151;2870;2149;1618;1816;2067;2783;2838;2515;13823;13102;13984;19144;28921;34580;36142;1,5;1,7;1,5;1,6;1,7;1,8;1,8
"Ceará";"C Indústrias de transformação";11559;12249;12555;13210;14222;13698;13716;215708;243097;250269;272871;288737;292811;288404;201569;226992;233895;255897;270451;274974;270466;1621279;1845259;2105754;2494627;3010186;3367917;3673155;1,8;1,7;1,7;1,7;1,7;1,8;1,7
"Ceará";"D Eletricidade e gás";17;26;49;90;82;200;268;1535;1466;1551;1783;1854;2207;2257;1512;1427;1480;1622;1706;1831;1702;67981;68795;74423;85329;91904;111316;112813;10,0;10,1;9,7;9,2;8,5;8,9;8,0
"Ceará";"E Água, esgoto, atividades de gestão de resíduos e descontaminação";196;203;240;237;281;269;281;8620;9470;9744;11516;11828;11963;11693;8372;9229;9464;11233;11506;11650;11338;129291;148110;175362;194864;224165;233185;236053;3,5;3,3;3,5;3,2;3,1;2,9;2,8
"Ceará";"F Construção";2879;2996;3364;3742;4424;4708;5250;42411;50333;58882;71798;98532;113217;113300;37545;44983;53144;65573;91294;105431;104928;284061;354096;537661;631631;1033398;1307692;1613480;1,7;1,7;1,9;1,9;1,8;1,9;1,8
"Ceará";"G Comércio, reparação de veículos automotores e motocicletas";71633;70522;72284;75834;79134;75669;71312;213376;234890;246279;267111;290386;314231;320229;136242;151296;161583;178197;197870;224044;235227;931696;1116717;1272366;1598626;1911620;2350092;2847582;1,6;1,6;1,5;1,6;1,5;1,6;1,5
"Ceará";"H Transporte, armazenagem e correio";1770;1893;1986;2295;2730;2871;3055;33601;36146;36168;38603;42435;46312;46854;31116;33366;33264;35307;38705;42334;42516;300825;331237;375881;406913;499146;601562;703169;2,2;2,1;2,1;2,0;2,0;2,1;2,1
"Ceará";"I Alojamento e alimentação";5127;5277;5523;6014;6612;6746;6935;31733;34674;37904;40286;44701;48757;52180;25781;28032;31049;32838;36556;40285;43418;135974;157992;192389;226552;275286;343220;444123;1,2;1,2;1,2;1,2;1,2;1,3;1,3
"Rio Grande do Norte";"A Agricultura, pecuária, produção florestal, pesca e aquicultura";488;496;622;571;563;560;579;9392;10660;11136;11155;10050;11363;12033;8603;9725;10222;10237;9134;10387;11033;53448;76532;78328;84578;88293;106280;126688;1,4;1,8;1,6;1,5;1,4;1,4;1,4
"Rio Grande do Norte";"B Indústrias extrativas";200;204;236;212;250;230;237;5066;6006;6112;6430;7182;8730;8639;4777;5669;5781;6091;6806;8344;8235;59297;69205;87308;91121;111267;141662;155880;2,8;2,5;2,8;2,7;2,8;2,6;2,4
"Rio Grande do Norte";"C Indústrias de transformação";3295;3356;3542;3641;4064;3981;4080;49204;58596;65104;65511;72122;66895;63093;45098;54121;60459;60635;66811;61565;57661;303115;368261;489501;512468;648746;659768;674134;1,5;1,4;1,5;1,5;1,5;1,5;1,4
"Rio Grande do Norte";"D Eletricidade e gás";12;9;23;19;38;37;78;822;904;1009;896;936;925;1027;810;898;974;852;876;877;921;28825;32418;36831;42123;41849;47649;57705;8,1;7,6;7,5;7,9;7,3;7,7;7,8
"Rio Grande do Norte";"E Água, esgoto, atividades de gestão de resíduos e descontaminação";97;101;110;97;129;118;135;4584;4061;3903;4125;4742;4755;4383;4490;3953;3773;3996;4586;4612;4189;72751;77688;90374;128249;110208;122926;138723;3,7;4,0;4,5;5,5;3,7;3,8;3,6
"Rio Grande do Norte";"F Construção";1569;1774;2030;2263;2669;2852;3219;20722;23970;27705;29153;39899;41767;47941;18100;20959;24443;25562;35581;36951;42696;121258;159246;210703;244985;364314;436216;584844;1,5;1,6;1,7;1,8;1,7;1,7;1,8
